Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	UBERON:0004718	IAO:0000115	.
ERROR	duplicate_definition	UBERON:0006099	IAO:0000115	.
ERROR	duplicate_definition	UBERON:0006100	IAO:0000115	.
ERROR	duplicate_definition	UBERON:0006101	IAO:0000115	.
ERROR	duplicate_definition	UBERON:0006473	IAO:0000115	.
ERROR	duplicate_definition	UBERON:0006480	IAO:0000115	.
ERROR	duplicate_definition	UBERON:0013540	IAO:0000115	.
ERROR	duplicate_definition	UBERON:0013559	IAO:0000115	.
ERROR	missing_label	HP:0020219	rdfs:label	
ERROR	missing_label	NCIT:C116454	rdfs:label	
ERROR	missing_label	NCIT:C17429	rdfs:label	
ERROR	missing_label	NCIT:C49936	rdfs:label	
ERROR	missing_label	NCIT:C61377	rdfs:label	
ERROR	missing_label	NCIT:C9487	rdfs:label	
ERROR	missing_label	http://www.ebi.ac.uk/efo/EFO_0004346	rdfs:label	
ERROR	missing_label	http://www.ebi.ac.uk/efo/EFO_0005210	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#HasPolarity	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasAge	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasAmplitude	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasAnatomy	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasDemographic	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasDevelopmentalHistory	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasDistribution	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasDuration	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasEEGProperty	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasEEGResult	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasEpidemiology	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasFamilyHistory	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasForm	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasFrequency	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasGene	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasHistory	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasIctalRelationship	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasLaboratoryFinding	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasLocation	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasMedicalHistory	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasObserver	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasOccurrence	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasOnset	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasOrientation	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasPhysicalExam	rdfs:label	
ERROR	missing_label	http://www.semanticweb.org/rjyy/ontologies/2015/5/Anatomy#hasQuantity	rdfs:label	
